FIELD1,FIELD2,FIELD3
BSM,10821,1
BSM,10822,3
BSM,10823,4
BSM,10824,4
BSM,10825,6
BSM,10826,5
BSM,10827,6
BSM,10828,1
BSM,10829,1
BSM,10830,4
BSM,10831,3
BSM,10832,10
BSM,10833,3
BSM,10834,7
BSM,10835,3
BSM,10836,6
BSM,10837,7
BSM,10838,9
BSM,10839,4
BSM,10840,4
BSM,10841,5
BSM,10842,6
BSM,10843,10
BSM,10844,2
BSM,10845,2
BSM,10846,7
BSM,10847,8
BSM,10848,9
BSM,10849,10
BSM,10850,5
BSM,10851,9
BSM,10852,10
BSM,10853,2
BSM,10854,2
BSM,10855,1
BSM,10856,1
BSM,10857,5
BSM,10858,6
BSM,10859,7
BSM,10860,8
BSM,10861,2
BSM,10862,6
BSM,10863,7
BSM,10864,8
BSM,10865,9
BSM,10866,5
BSM,10867,2
BSM,10868,9
BSM,10869,10
BSM,10870,7
BSM,10871,5
BSM,10872,6
BSM,10873,2
BSM,10874,5
BSM,10875,8
BSM,10876,9
BSM,10877,7
BTDM,10878,2
BTDM,10879,2
BTDM,10880,7
BTDM,10881,7
BTDM,10882,8
BTDM,10883,8
BTDM,10884,6
BTDM,10885,6
BTDM,10886,9
BTDM,10887,9
BTDM,10888,6
BTDM,10889,6
BTDM,10890,7
BTDM,10891,7
BTDM,10892,2
BTDM,10893,2
BTDM,10894,3
BTDM,10895,3
BTDM,10896,4
BTDM,10897,4
BTDM,10898,8
BTDM,10899,8
BTDM,10900,5
BTDM,10901,5
BTDM,10902,10
BTDM,10903,10
BTDM,10904,5
BTDM,10905,5
BTDM,10906,9
BTDM,10907,9
BTDM,10908,6
BTDM,10909,6
BTDM,10910,4
BTDM,10911,4
BTDM,10912,5
BTDM,10913,5
BTDM,10914,6
BTDM,10915,6
BTDM,10916,7
BTDM,10917,7
BTDM,10918,8
BTDM,10919,8
BTDM,10920,9
BTDM,10921,9
BTDM,10922,5
BTDM,10923,5
BTDM,10924,6
BTDM,10925,6
BTDM,10926,7
BTDM,10927,7
BTDM,10928,8
BTDM,10929,8
BTDM,10930,10
BTDM,10931,10
BTDM,10932,9
BTDM,10933,9
BTDM,10934,10
BTDM,10935,10
BTDM,10936,1
BTDM,10937,1
BTDM,10938,1
BTDM,10939,1
BTDM,10940,7
BTDM,10941,7
BTDM,10942,7
BTDM,10943,7
BTDM,10944,6
BTDM,10945,6
BTDM,10946,2
BTDM,10947,2
BTDM,10948,1
BTDM,10949,1
BTDM,10950,1
BTDM,10951,1
BTDM,10952,3
BTDM,10953,3
BTDM,10954,3
BTDM,10955,3
BTDM,10956,5
BTDM,10957,5
BTDM,10958,6
BTDM,10959,6
BTDM,10960,7
BTDM,10961,7
BTDM,10962,8
BTDM,10963,8
BTDM,10964,9
BTDM,10965,9
BTDM,10966,2
BTDM,10967,2
BTDM,10968,3
BTDM,10969,3
BTDM,10970,6
BTDM,10971,6
BTDM,10972,7
BTDM,10973,7
BTDM,10974,9
BTDM,10975,9
BTDM,10976,3
BTDM,10977,3
BTDM,10978,4
BTDM,10979,4
BTDM,10980,6
BTDM,10981,6
BTDM,10982,9
BTDM,10983,9
BTDM,10984,10
BTDM,10985,10
BTDM,10986,1
BTDM,10987,1
BTDM,10988,2
BTDM,10989,2
BTDM,10990,10
BTDM,10991,10
BTDM,10992,10
BTDM,10993,10
BTDM,10994,1
BTDM,10995,1
BTDM,10996,3
BTDM,10997,3
BTDM,10998,4
BTDM,10999,4
BTDM,11000,3
BTDM,11001,3
BTDM,11002,4
BTDM,11003,4
BTDM,11004,5
BTDM,11005,5
BTDM,11006,5
BTDM,11007,5
BTDM,11008,7
BTDM,11009,7
BTDM,11010,8
BTDM,11011,8
BTDM,11012,10
BTDM,11013,10
BTDM,11014,1
BTDM,11015,1
BTDM,11016,2
BTDM,11017,2
BTDM,11018,4
BTDM,11019,4
BTDM,11020,1
BTDM,11021,1
BTDM,11022,7
BTDM,11023,7
BTDM,11024,2
BTDM,11025,2
BTDM,11026,3
BTDM,11027,3
BTDM,11028,2
BTDM,11029,2
BTDM,11030,5
BTDM,11031,5
BTDM,11032,3
BTDM,11033,3
BTDM,11034,10
BTDM,11035,10
BTDM,11036,1
BTDM,11037,1
BTDM,11038,3
BTDM,11039,3
BTDM,11040,4
BTDM,11041,4
BTDM,11042,8
BTDM,11043,8
BTDM,11044,7
BTDM,11045,7
BTDM,11046,8
BTDM,11047,8
BTDM,11048,9
BTDM,11049,9
BTDM,11050,4
BTDM,11051,4
BTDM,11052,7
BTDM,11053,7
BTDM,11054,2
BTDM,11055,2
BTDM,11056,6
BTDM,11057,6
BTDM,11058,7
BTDM,11059,7
BTDM,11060,1
BTDM,11061,1
BTDM,11062,9
BTDM,11063,9
BTDM,11064,10
BTDM,11065,10
BTDM,11066,10
BTDM,11067,10
BTDM,11068,4
BTDM,11069,4
BTDM,11070,5
BTDM,11071,5
BTDM,11072,6
BTDM,11073,6
BTDM,11074,4
BTDM,11075,4
BTDM,11076,5
BTDM,11077,5
BTDM,11078,8
BTDM,11079,8
BTDM,11080,9
BTDM,11081,9
BTDM,11082,10
BTDM,11083,10
BTDM,11084,2
BTDM,11085,2
BTDM,11086,9
BTDM,11087,9
BTDM,11088,2
BTDM,11089,2
BTDM,11090,5
BTDM,11091,5
BTDM,11092,5
BTDM,11093,5
BTDM,11094,6
BTDM,11095,6
BTDM,11096,10
BTDM,11097,10
BTDM,11098,1
BTDM,11099,1
BTDM,11100,8
BTDM,11101,8
BTDM,11102,9
BTDM,11103,9
BTDM,11104,9
BTDM,11105,9
BTDM,11106,1
BTDM,11107,1
BTDM,11108,6
BTDM,11109,6
BTDM,11110,4
BTDM,11111,4
BTDM,11112,10
BTDM,11113,10
BTDM,11114,1
BTDM,11115,1
BTDM,11116,2
BTDM,11117,2
BTDM,11118,5
BTDM,11119,5
BTDM,11120,4
BTDM,11121,4
BTDM,11122,2
BTDM,11123,2
BTDM,11124,3
BTDM,11125,3
BTDM,11126,4
BTDM,11127,4
BTDM,11128,3
BTDM,11129,3
BTDM,11130,4
BTDM,11131,4
BTDM,11132,7
BTDM,11133,7
BTDM,11134,1
BTDM,11135,1
BTDM,11136,2
BTDM,11137,2
BTDM,11138,3
BTDM,11139,3
BTDM,11140,6
BTDM,11141,6
BTDM,11142,4
BTDM,11143,4
BTDM,11144,5
BTDM,11145,5
BTDM,11146,6
BTDM,11147,6
BTDM,11148,8
BTDM,11149,8
BTDM,11150,7
BTDM,11151,7
BTDM,11152,3
BTDM,11153,3
BTDM,11154,3
BTDM,11155,3
BTDM,11156,10
BTDM,11157,10
BTDM,11158,8
BTDM,11159,8
BTDM,11160,2
BTDM,11161,2
BTDM,11162,5
BTDM,11163,5
BTDM,11164,9
BTDM,11165,9
BTDM,11166,10
BTDM,11167,10
BTDM,11168,1
BTDM,11169,1
BTDM,11170,8
BTDM,11171,8
BTDM,11172,8
BTDM,11173,8
BTDM,11174,9
BTDM,11175,9
BTDM,11176,1
BTDM,11177,1
BTDM,11178,2
BTDM,11179,2
BTDM,11180,3
BTDM,11181,3
BTDM,11182,8
BTDM,11183,8
ENT,11208,9
ENT,11209,10
ENT,11210,4
ENT,11211,3
ENT,11212,4
ENT,11213,4
ENT,11214,8
ENT,11215,7
ENT,11216,9
ENT,11217,9
ENT,11218,1
ENT,11219,2
ENT,11220,3
ENT,11221,1
ENT,11222,5
ENT,11223,5
ENT,11224,6
ENT,11225,7
ENT,11226,8
ENT,11227,9
ENT,11228,8
ENT,11229,2
ENT,11230,3
ENT,11231,7
ENT,11232,9
ENT,11233,6
ENT,11234,8
ENT,11235,4
ENT,11236,5
ENT,11237,2
ENT,11238,1
ENT,11239,2
ENT,11240,6
ENT,11241,1
ENT,11242,2
ENT,11243,3
ENT,11244,6
ENT,11245,3
ENT,11246,4
ENT,11247,5
ENT,11248,6
ENT,11249,10
ENT,11250,1
ENT,11251,2
ENT,11252,2
ENT,11253,10
ENT,11254,7
ENT,11255,8
ENT,11256,5
ENT,11257,3
ENT,11258,10
ENT,11259,1
ENT,11260,8
ENT,11261,9
ENT,11262,6
ENT,11263,7
ENT,11264,5
ENT,11265,8
ENT,11266,9
ENT,11267,7
ENT,11268,10
ENT,11269,4
ENT,11270,5
ENT,11271,8
ENT,11272,6
ENT,11273,1
ENT,11274,7
ENT,11275,9
ENT,11276,1
ENT,11277,6
ENT,11278,6
ENT,11279,2
ENT,11280,7
ENT,11281,9
ENT,11282,10
ENT,11283,1
ENT,11284,4
ENT,11285,10
ENT,11286,2
ENT,11287,9
ENT,11288,3
ENT,11289,3
ENT,11290,4
ENT,11292,7
ENT,11293,5
ENT,11294,2
ENT,11295,10
ENT,11296,3
ENT,11297,10
ENT,11298,5
ENT,11299,4
ENT,11300,5
ENT,11301,6
ENT,11302,8
ENT,11303,9
ENT,11304,10
ENT,11305,1
ENT,11306,2
ENT,11307,1
ENT,11308,5
ENT,11309,7
ENT,11310,4
ENT,11311,5
ENT,11312,6
ENT,11313,1
ENT,11314,2
ENT,11315,3
ENT,11316,3
ENT,11317,5
ENT,11318,6
ENT,11319,4
ENT,11320,7
ENT,11321,4
ENT,11322,10
ENT,11323,6
ENT,11324,8
ENT,11325,8
ENT,11326,3
ENT,11327,3
ENT,11328,4
ENT,11329,7
ENT,11330,8
ENT,11331,10
ENT,11332,1
ENT,11333,9
ETDM,11334,9
ETDM,11335,9
ETDM,11336,10
ETDM,11337,10
ETDM,11338,5
ETDM,11339,5
ETDM,11340,6
ETDM,11341,6
ETDM,11342,7
ETDM,11343,7
ETDM,11344,9
ETDM,11345,9
ETDM,11346,10
ETDM,11347,10
ETDM,11348,9
ETDM,11349,9
ETDM,11350,3
ETDM,11351,3
ETDM,11352,1
ETDM,11353,1
ETDM,11354,8
ETDM,11355,8
ETDM,11356,9
ETDM,11357,9
ETDM,11358,6
ETDM,11359,6
ETDM,11360,7
ETDM,11361,7
ETDM,11362,9
ETDM,11363,9
ETDM,11364,10
ETDM,11365,10
ETDM,11366,6
ETDM,11367,6
ETDM,11368,7
ETDM,11369,7
ETDM,11370,1
ETDM,11371,1
ETDM,11372,2
ETDM,11373,2
ETDM,11374,3
ETDM,11375,3
ETDM,11376,5
ETDM,11377,5
ETDM,11378,2
ETDM,11379,2
ETDM,11380,5
ETDM,11381,5
ETDM,11382,6
ETDM,11383,6
ETDM,11384,3
ETDM,11385,3
ETDM,11386,3
ETDM,11387,3
ETDM,11388,7
ETDM,11389,7
ETDM,11390,1
ETDM,11391,1
ETDM,11392,9
ETDM,11393,9
ETDM,11394,10
ETDM,11395,10
ETDM,11396,1
ETDM,11397,1
ETDM,11398,2
ETDM,11399,2
ETDM,11400,3
ETDM,11401,3
ETDM,11402,8
ETDM,11403,8
ETDM,11404,9
ETDM,11405,9
ETDM,11406,10
ETDM,11407,10
ETDM,11408,1
ETDM,11409,1
ETDM,11410,1
ETDM,11411,1
ETDM,11412,8
ETDM,11413,8
ETDM,11414,6
ETDM,11415,6
ETDM,11416,3
ETDM,11417,3
ETDM,11418,2
ETDM,11419,2
ETDM,11420,8
ETDM,11421,8
ETDM,11422,3
ETDM,11423,3
ETDM,11424,4
ETDM,11425,4
ETDM,11426,6
ETDM,11427,6
ETDM,11428,10
ETDM,11429,10
ETDM,11430,3
ETDM,11431,3
ETDM,11432,7
ETDM,11433,7
ETDM,11434,8
ETDM,11435,8
ETDM,11436,10
ETDM,11437,10
ETDM,11438,5
ETDM,11439,5
ETDM,11440,8
ETDM,11441,8
ETDM,11442,5
ETDM,11443,5
ETDM,11444,5
ETDM,11445,5
ETDM,11446,4
ETDM,11447,4
ETDM,11448,10
ETDM,11449,10
ETDM,11450,7
ETDM,11451,7
ETDM,11452,4
ETDM,11453,4
ETDM,11454,5
ETDM,11455,5
ETDM,11456,4
ETDM,11457,4
ETDM,11458,8
ETDM,11459,8
ETDM,11460,7
ETDM,11461,7
ETDM,11462,8
ETDM,11463,8
ETDM,11464,6
ETDM,11465,6
ETDM,11466,2
ETDM,11467,2
ETDM,11468,5
ETDM,11469,5
ETDM,11470,9
ETDM,11471,9
ETDM,11472,10
ETDM,11473,10
ETDM,11474,1
ETDM,11475,1
ETDM,11476,7
ETDM,11477,7
ETDM,11478,6
ETDM,11479,6
ETDM,11480,1
ETDM,11481,1
ETDM,11482,1
ETDM,11483,1
ETDM,11484,3
ETDM,11485,3
ETDM,11486,6
ETDM,11487,6
ETDM,11488,7
ETDM,11489,7
ETDM,11490,4
ETDM,11491,4
ETDM,11492,8
ETDM,11493,8
ETDM,11494,1
ETDM,11495,1
ETDM,11496,2
ETDM,11497,2
ETDM,11498,1
ETDM,11499,1
ETDM,11500,10
ETDM,11501,10
ETDM,11502,4
ETDM,11503,4
ETDM,11504,8
ETDM,11505,8
ETDM,11506,9
ETDM,11507,9
ETDM,11508,10
ETDM,11509,10
ETDM,11510,1
ETDM,11511,1
ETDM,11512,2
ETDM,11513,2
ETDM,11514,6
ETDM,11515,6
ETDM,11516,2
ETDM,11517,2
ETDM,11518,3
ETDM,11519,3
ETDM,11520,4
ETDM,11521,4
ETDM,11522,3
ETDM,11523,3
ETDM,11524,4
ETDM,11525,4
ETDM,11526,4
ETDM,11527,4
ETDM,11528,5
ETDM,11529,5
ETDM,11530,6
ETDM,11531,6
ETDM,11532,2
ETDM,11533,2
ETDM,11534,2
ETDM,11535,2
ETDM,11536,3
ETDM,11537,3
ETDM,11538,6
ETDM,11539,6
ETDM,11540,5
ETDM,11541,5
ETDM,11542,9
ETDM,11543,9
ETDM,11544,3
ETDM,11545,3
ETDM,11546,4
ETDM,11547,4
ETDM,11548,5
ETDM,11549,5
ETDM,11550,10
ETDM,11551,10
ETDM,11552,9
ETDM,11553,9
ETDM,11554,2
ETDM,11555,2
ETDM,11556,1
ETDM,11557,1
ETDM,11558,6
ETDM,11559,6
ETDM,11560,4
ETDM,11561,4
ETDM,11562,5
ETDM,11563,5
ETDM,11564,2
ETDM,11565,2
ETDM,11566,3
ETDM,11567,3
ETDM,11568,8
ETDM,11569,8
ETDM,11570,9
ETDM,11571,9
ETDM,11572,10
ETDM,11573,10
ETDM,11574,5
ETDM,11575,5
ETDM,11576,7
ETDM,11577,7
ETDM,11578,8
ETDM,11579,8
ETDM,11580,7
ETDM,11581,7
ETDM,11582,4
ETDM,11583,4
ETDM,11584,5
ETDM,11585,5
ETDM,11586,6
ETDM,11587,6
ETDM,11588,4
ETDM,11589,4
ETDM,11590,1
ETDM,11591,1
ETDM,11592,7
ETDM,11593,7
ETDM,11594,9
ETDM,11595,9
ETDM,11596,7
ETDM,11597,7
ETDM,11598,10
ETDM,11599,10
ETDM,11600,2
ETDM,11601,2
ETDM,11602,4
ETDM,11603,4
ETDM,11604,8
ETDM,11605,8
ETDM,11606,7
ETDM,11607,7
ETDM,11608,2
ETDM,11609,2
ETDM,11610,8
ETDM,11611,8
ETDM,11612,9
ETDM,11613,9
FMS,11614,6
FMS,11615,7
FMS,11616,4
FMS,11617,3
FMS,11618,5
FMS,11619,6
FMS,11620,3
FMS,11621,4
FMS,11622,5
FMS,11623,6
FMS,11624,7
FMS,11625,6
FMS,11626,2
FMS,11627,1
FMS,11628,2
FMS,11629,10
FMS,11630,6
FMS,11631,6
FMS,11632,9
FMS,11633,10
FMS,11634,5
FMS,11635,9
FMS,11636,4
FMS,11637,5
FMS,11638,6
FMS,11639,3
FMS,11640,4
FMS,11641,5
FMS,11642,6
FMS,11643,9
FMS,11644,10
FMS,11645,1
FMS,11646,2
FMS,11647,4
FMS,11648,10
FMS,11649,7
FMS,11650,1
FMS,11651,2
FMS,11652,8
FMS,11653,8
FMS,11654,2
FMS,11655,2
FMS,11656,9
FMS,11657,4
FMS,11658,7
FMS,11659,8
FMS,11660,8
FMS,11661,8
FMS,11662,9
FMS,11663,10
FMS,11664,1
FMS,11665,4
FMS,11666,5
FMS,11667,4
FMS,11668,3
FMS,11669,7
FMS,11670,8
FMS,11671,7
FMS,11672,1
FMS,11673,2
FMS,11674,7
FMS,11675,8
FMS,11676,2
FMS,11677,10
FMS,11678,7
FMS,11679,8
FMS,11680,6
FMS,11681,5
FMS,11682,3
FMS,11683,7
FMS,11684,3
FMS,11685,3
FMS,11686,9
FMS,11687,4
FMS,11688,7
FMS,11689,5
FMS,11690,3
FMS,11691,3
FMS,11692,8
FMS,11693,9
FMS,11694,1
FMS,11695,6
FMS,11696,5
FMS,11697,10
FMS,11698,1
FMS,11699,2
FMS,11700,6
FMS,11701,9
FMS,11702,4
FMS,11703,2
FMS,11704,8
FMS,11705,4
FMS,11706,4
FMS,11707,1
FMS,11708,2
FMS,11709,3
FMS,11710,6
FMS,11711,3
FMS,11712,5
FMS,11713,1
FMS,11714,10
FMS,11715,10
FMS,11716,1
FMS,11717,2
FMS,11718,1
FMS,11719,7
FMS,11720,3
FMS,11721,10
FMS,11722,9
FMS,11723,5
FMS,11724,5
FMS,11725,9
FMS,11726,7
FMS,11727,8
FMS,11728,9
FMS,11729,10
FMS,11730,1
FTDM,11731,6
FTDM,11732,6
FTDM,11733,7
FTDM,11734,7
FTDM,11735,10
FTDM,11736,10
FTDM,11737,1
FTDM,11738,1
FTDM,11739,2
FTDM,11740,2
FTDM,11741,10
FTDM,11742,10
FTDM,11743,5
FTDM,11744,5
FTDM,11745,5
FTDM,11746,5
FTDM,11747,2
FTDM,11748,2
FTDM,11749,9
FTDM,11750,9
FTDM,11751,10
FTDM,11752,10
FTDM,11753,10
FTDM,11754,10
FTDM,11755,3
FTDM,11756,3
FTDM,11757,5
FTDM,11758,5
FTDM,11759,1
FTDM,11760,1
FTDM,11761,2
FTDM,11762,2
FTDM,11763,5
FTDM,11764,5
FTDM,11765,5
FTDM,11766,5
FTDM,11767,4
FTDM,11768,4
FTDM,11769,2
FTDM,11770,2
FTDM,11771,10
FTDM,11772,10
FTDM,11773,3
FTDM,11774,3
FTDM,11775,4
FTDM,11776,4
FTDM,11777,5
FTDM,11778,5
FTDM,11779,6
FTDM,11780,6
FTDM,11781,9
FTDM,11782,9
FTDM,11783,10
FTDM,11784,10
FTDM,11785,6
FTDM,11786,6
FTDM,11787,7
FTDM,11788,7
FTDM,11789,8
FTDM,11790,8
FTDM,11791,9
FTDM,11792,9
FTDM,11793,2
FTDM,11794,2
FTDM,11795,3
FTDM,11796,3
FTDM,11797,9
FTDM,11798,9
FTDM,11799,4
FTDM,11800,4
FTDM,11801,7
FTDM,11802,7
FTDM,11803,3
FTDM,11804,3
FTDM,11805,3
FTDM,11806,3
FTDM,11807,2
FTDM,11808,2
FTDM,11809,10
FTDM,11810,10
FTDM,11811,4
FTDM,11812,4
FTDM,11813,5
FTDM,11814,5
FTDM,11815,4
FTDM,11816,4
FTDM,11817,6
FTDM,11818,6
FTDM,11819,5
FTDM,11820,5
FTDM,11821,4
FTDM,11822,4
FTDM,11823,3
FTDM,11824,3
FTDM,11825,7
FTDM,11826,7
FTDM,11827,2
FTDM,11828,2
FTDM,11829,1
FTDM,11830,1
FTDM,11831,8
FTDM,11832,8
FTDM,11833,8
FTDM,11834,8
FTDM,11835,1
FTDM,11836,1
FTDM,11837,2
FTDM,11838,2
FTDM,11839,3
FTDM,11840,3
FTDM,11841,1
FTDM,11842,1
FTDM,11843,7
FTDM,11844,7
FTDM,11845,8
FTDM,11846,8
FTDM,11847,5
FTDM,11848,5
FTDM,11849,10
FTDM,11850,10
FTDM,11851,6
FTDM,11852,6
FTDM,11853,7
FTDM,11854,7
FTDM,11855,1
FTDM,11856,1
FTDM,11857,1
FTDM,11858,1
FTDM,11859,8
FTDM,11860,8
FTDM,11861,4
FTDM,11862,4
FTDM,11863,4
FTDM,11864,4
FTDM,11865,2
FTDM,11866,2
FTDM,11867,3
FTDM,11868,3
FTDM,11869,1
FTDM,11870,1
FTDM,11871,2
FTDM,11872,2
FTDM,11873,3
FTDM,11874,3
FTDM,11875,7
FTDM,11876,7
FTDM,11877,8
FTDM,11878,8
FTDM,11879,1
FTDM,11880,1
FTDM,11881,2
FTDM,11882,2
FTDM,11883,8
FTDM,11884,8
FTDM,11885,7
FTDM,11886,7
FTDM,11887,10
FTDM,11888,10
FTDM,11889,1
FTDM,11890,1
FTDM,11891,4
FTDM,11892,4
FTDM,11893,4
FTDM,11894,4
FTDM,11895,10
FTDM,11896,10
FTDM,11897,1
FTDM,11898,1
FTDM,11899,3
FTDM,11900,3
FTDM,11901,4
FTDM,11902,4
FTDM,11903,6
FTDM,11904,6
FTDM,11905,9
FTDM,11906,9
FTDM,11907,10
FTDM,11908,10
FTDM,11909,9
FTDM,11910,9
FTDM,11911,9
FTDM,11912,9
FTDM,11913,5
FTDM,11914,5
FTDM,11915,6
FTDM,11916,6
FTDM,11917,3
FTDM,11918,3
FTDM,11919,4
FTDM,11920,4
FTDM,11921,8
FTDM,11922,8
FTDM,11923,7
FTDM,11924,7
FTDM,11925,8
FTDM,11926,8
FTDM,11927,1
FTDM,11928,1
FTDM,11929,8
FTDM,11930,8
FTDM,11931,9
FTDM,11932,9
FTDM,11933,6
FTDM,11934,6
FTDM,11935,4
FTDM,11936,4
FTDM,11937,5
FTDM,11938,5
FTDM,11939,4
FTDM,11940,4
FTDM,11941,9
FTDM,11942,9
FTDM,11943,7
FTDM,11944,7
FTDM,11945,6
FTDM,11946,6
FTDM,11947,9
FTDM,11948,9
FTDM,11949,9
FTDM,11950,9
FTDM,11951,9
FTDM,11952,9
FTDM,11953,2
FTDM,11954,2
FTDM,11955,3
FTDM,11956,3
FTDM,11957,6
FTDM,11958,6
FTDM,11959,7
FTDM,11960,7
FTDM,11961,8
FTDM,11962,8
FTDM,11963,2
FTDM,11964,2
FTDM,11965,5
FTDM,11966,5
FTDM,11967,6
FTDM,11968,6
FTDM,11969,5
FTDM,11970,5
FTDM,11971,5
FTDM,11972,5
FTDM,11973,6
FTDM,11974,6
FTDM,11975,7
FTDM,11976,7
FTDM,11977,10
FTDM,11978,10
FTDM,11979,1
FTDM,11980,1
FTDM,11981,2
FTDM,11982,2
FTDM,11983,3
FTDM,11984,3
FTDM,11985,9
FTDM,11986,9
FTDM,11987,10
FTDM,11988,10
FTDM,11989,1
FTDM,11990,1
FTDM,11991,2
FTDM,11992,2
FTDM,11993,3
FTDM,11994,3
FTDM,11995,8
FTDM,11996,8
FTDM,11997,9
FTDM,11998,9
FTDM,11999,8
FTDM,12000,8
FTDM,12001,1
FTDM,12002,1
FTDM,12003,6
FTDM,12004,6
FTDM,12005,3
FTDM,12006,3
FTDM,12007,6
FTDM,12008,6
FTDM,12009,7
FTDM,12010,7
FTDM,12011,10
FTDM,12012,10
FTDM,12013,5
FTDM,12014,5
FTDM,12015,6
FTDM,12016,6
FTDM,12017,4
FTDM,12018,4
FTDM,12019,7
FTDM,12020,7
FTDM,12021,8
FTDM,12022,8
HLM,12023,8
HLM,12024,6
HLM,12025,4
HLM,12026,1
HLM,12028,8
HLM,12029,7
HLM,12030,2
HLM,12031,1
HLM,12032,2
HLM,12033,3
HLM,12034,4
HLM,12035,1
HLM,12036,2
HLM,12037,6
HLM,12038,2
HLM,12039,9
HLM,12040,10
HLM,12041,7
HLM,12042,8
HLM,12043,8
HLM,12044,7
HLM,12045,8
HLM,12046,9
HLM,12047,10
HLM,12048,5
HLM,12049,6
HLM,12050,6
HLM,12051,7
HLM,12052,5
HLM,12053,5
HLM,12054,6
HLM,12055,7
HLM,12056,6
HLM,12057,6
HLM,12058,3
HLM,12059,4
HLM,12060,1
HLM,12061,2
HLM,12062,9
HLM,12063,3
HLM,12064,4
HLM,12065,7
HLM,12066,1
HLM,12067,2
HLM,12068,3
HLM,12069,5
HLM,12070,5
HLM,12071,8
HLM,12072,8
HLM,12073,9
HLM,12074,10
HLM,12075,1
HLM,12076,4
HLM,12077,10
HLM,12078,10
HLM,12079,1
HLM,12080,10
HLM,12081,1
HLM,12082,5
HLM,12083,9
HLM,12084,10
HLM,12085,4
HLM,12086,1
HLM,12087,9
HLM,12088,10
HLM,12089,2
HLM,12090,4
HLM,12091,9
HLM,12092,5
HLM,12093,5
HLM,12094,6
HLM,12095,7
HLM,12096,3
HLM,12097,4
HLM,12098,10
HLM,12099,2
HLM,12100,3
HLM,12101,7
HLM,12102,8
HLM,12103,9
HLM,12104,10
HLM,12105,8
HLM,12106,9
HLM,12107,8
HLM,12108,3
HLM,12109,6
HLM,12110,5
HLM,12111,6
HLM,12112,7
HLM,12113,2
HLM,12114,3
HLM,12115,4
HLM,12116,3
HLM,12117,3
HLM,12118,4
HLM,12119,1
HLM,12120,2
HLM,12121,1
HLM,12122,2
HLM,12123,3
HLM,12124,4
HLM,12125,7
HLM,12126,3
HLM,12127,8
HLM,12128,7
HLM,12129,2
HLM,12130,5
HLM,12131,1
HLM,12132,5
HLM,12133,9
HLM,12134,9
HLM,12135,10
HLM,12136,6
HRM,12137,6
HRM,12138,9
HRM,12139,10
HRM,12140,1
HRM,12141,7
HRM,12142,8
HRM,12143,2
HRM,12144,7
HRM,12145,6
HRM,12146,8
HRM,12147,9
HRM,12148,9
HRM,12149,1
HRM,12150,1
HRM,12151,3
HRM,12152,7
HRM,12153,8
HRM,12154,3
HRM,12155,8
HRM,12156,9
HRM,12157,10
